Martial status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Year
single,17,4,9500,daytime,1,146,PT,4,1,2,3,140,0,,male,0,18,0,0,8,8,7,14.828571428571427,0,2011
single,1,2,9070,daytime,1,145,PT,38,19,7,7,130,0,1,female,0,18,0,0,6,7,6,12.833333333333334,0,2017
single,44,1,9238,daytime,1,120,PT,37,37,6,9,121,0,1,mal,1,21,0,3,6,6,6,12.333333333333334,0,2014
single,1,6,9500,daytime,1,143,PT,38,19,7,9,129.5,0,,male,1,18,0,0,8,8,7,13.79857142857143,0,2010
single,18,6,9500,daytime,1,126,PT,37,37,5,5,122.8,0,1,male,0,18,0,0,8,8,8,12.93375,0,2009
single,17,2,9773,daytime,,142,PT,19,19,9,9,139.9,0,1,male,1,18,0,0,6,7,6,13.428571428571429,0,2014
single,1,4,9773,daytime,1,155,PT,3,19,1,4,149.8,0,,male,1,18,0,0,6,6,6,13.833333333333334,0,2013
singel,1,2,9500,daytime,1,147,PT,3,1,4,3,136.7,0,,male,0,18,0,0,7,7,7,13.995714285714287,0,2016
single,17,1,171,daytime,1,135,PT,19,1,4,1,131.9,0,1,female,0,19,0,6,12,12,12,13.583333333333334,0,2017
single,1,1,9773,daytime,1,158,PT,38,38,9,7,144.7,0,1,male,1,19,0,0,6,6,6,14.833333333333334,0,2011
single,1,3,9500,daytime,1,147,PT,1,1,4,4,134.3,0,1,maLe,0,18,0,0,8,8,7,14.2,0,2011
single,17,2,9500,daytime,1,137,PT,19,37,4,7,126.3,0,,male,1,19,0,0,7,9,6,12.339999999999998,0,2016
married,39,1,9991,evening,1,110,PT,37,37,9,4,160,0,,male,0,44,0,0,5,5,5,11.8,0,2012
single,17,1,9500,daytime,1,121,PT,1,1,4,3,120.5,0,,male,0,21,0,0,8,8,7,12.91,0,2010
single,1,1,9147,daytime,1,127,PT,2,19,4,5,121.8,0,1,male,0,18,0,0,5,5,5,12.6,0,2016
single,1,3,9500,daytime,1,137,PT,19,38,7,7,126.5,0,,mal,1,19,0,0,8,8,8,13.57625,0,2009
singel,1,1,9853,daytime,1,135,PT,19,12,9,7,137.1,0,,male,0,18,0,0,6,6,6,13.333333333333334,0,2008
single,17,1,9003,daytime,1,133,PT,38,37,9,9,125.3,0,1,male,0,21,0,12,18,22,18,11.88888888888889,1,2012
single,18,1,9500,daytime,1,126,PT,37,19,5,5,119.3,0,1,male,1,19,0,0,8,9,8,13.78125,1,2009
single,1,5,9773,daytime,1,135,PT,37,1,5,5,124.9,0,1,male,0,18,0,0,6,6,6,13.666666666666666,0,2017
single,44,1,9085,daytime,39,150,PT,19,37,4,7,150,0,1,male,0,19,0,2,6,8,6,14.142857142857142,0,2014
married,1,1,8014,evening,1,165,PT,37,37,0,0,162.9,0,1,female,0,45,0,0,6,7,6,13.666666666666666,0,2008
single,1,1,9773,daytime,1,117,PT,1,37,5,9,118.4,0,1,female ,1,19,0,0,6,8,6,11.833333333333334,0,2012
single,1,1,9500,daytime,1,153,PT,38,19,9,5,138.5,0,,MALE,1,20,0,0,8,8,7,15.798571428571426,0,2010
single,39,1,9085,daytime,1,150,PT,38,38,9,9,132,0,,male,0,24,0,0,5,6,5,12,0,2010
single,1,3,9085,daytime,1,133,PT,1,38,9,90,128.2,0,,male,0,,0,0,5,7,5,12,0,2008
single,10,1,9085,daytime,1,184.4,CV,2,19,2,8,184.4,0,,male,0,18,1,0,6,8,6,15,0,2016
single,1,1,9500,daytime,1,136,PT,1,19,5,7,136.4,0,,maLe,1,19,0,0,7,8,7,12.8375,0,2014
single,1,1,9773,daytime,1,142,PT,1,19,9,9,136.1,1,1,female,1,19,0,0,6,6,6,12.666666666666666,0,2013
single,1,1,9238,daytime,1,137,PT,19,1,9,9,132.8,0,,female,0,19,0,0,6,6,6,12.833333333333334,0,2010
single,1,1,9991,evening,1,145,PT,2,37,4,9,127.5,0,,female,0,22,0,0,5,9,5,12.428571428571429,1,2008
single,1,6,9500,daytime,1,137,PT,1,1,4,5,126.3,0,,male,1,18,0,0,8,8,8,13.42375,0,2009
married,39,1,8014,evening,19,133.1,PT,37,37,9,6,107,0,,female,0,41,0,1,7,7,7,12.857142857142858,0,2011
single,1,2,9085,daytime,1,141,PT,1,38,9,8,128.9,0,1,male,1,18,0,0,6,7,6,13.833333333333334,0,2017
single,1,1,9147,daytime,1,160,PT,9,19,4,3,151.3,0,,male,0,23,0,0,5,8,3,10.666666666666666,0,2008
single,1,1,9238,daytime,1,133,PT,37,37,9,9,121.8,0,1,male,1,18,0,0,6,7,5,10.2,0,2015
single,10,1,9085,daytime,1,134,PT,37,37,5,5,134,0,1,male,0,22,0,2,5,7,5,14.2,0,2011
single,43,1,9500,daytime,1,150,PT,37,37,9,9,130.8,0,,male,1,21,0,0,8,8,7,14.428571428571429,0,2011
singel,1,2,9500,daytime,1,140,PT,1,1,2,7,131,0,,male,1,18,0,0,8,8,8,13.88125,0,2009
single,17,4,9085,daytime,1,137,PT,38,38,151,151,141.6,0,1,female,0,21,0,0,5,7,4,12.25,0,2008
single,17,5,9238,daytime,1,122,PT,37,37,7,5,112.9,0,1,male,1,19,0,0,6,8,6,12.125,0,2013
single,1,2,9238,daytime,1,133.1,PT,19,19,9,9,106,0,,male,1,20,0,0,6,7,6,12.571428571428571,0,2015
single,1,1,9238,daytime,1,154,PT,1,3,4,2,164.9,0,,male,0,18,0,0,6,6,6,14,0,2010
single,1,1,9085,daytime,1,134,PT,1,1,9,9,133,0,,male,1,20,0,0,6,8,6,15.142857142857142,0,2016
single,7,1,8014,evening,43,180,PT,19,19,9,4,180,0,1,male,0,37,0,12,14,14,14,16.5,0,2017
single,17,1,9500,daytime,1,152,PT,19,19,4,9,132.5,0,1,female,0,21,0,0,8,8,7,14.54,0,2010
single,17,2,9773,daytime,1,122,PT,38,37,5,3,119.6,0,1,MALE,0,20,0,0,6,8,6,13.428571428571429,0,2009
single,17,6,9500,daytime,1,132,PT,37,19,7,7,132.4,0,,male,1,22,0,0,7,8,6,13.516666666666666,0,2016
single,1,6,9500,daytime,1,136,PT,37,1,5,4,120.8,0,,male,0,19,0,6,14,22,7,12.192307692307692,5,2008
single,1,1,9147,daytime,1,153,PT,1,38,4,3,146.7,0,,male,0,18,0,0,5,5,5,16.2,0,2016
single,17,2,171,daytime,1,142,PT,3,1,2,6,139.4,0,1,MALE,1,18,0,0,0,0,0,0,0,2012
single,17,1,9085,daytime,1,124,PT,19,38,7,7,113.9,0,,male,1,20,0,0,5,8,5,12,1,2011
single,51,1,9500,daytime,1,170,PT,1,1,4,10,125,0,1,female,0,20,0,0,7,7,7,15.66,0,2016
single,1,3,9500,daytime,1,106,PT,19,37,9,7,109.5,0,,male,0,19,0,0,7,8,7,13.025,0,2014
single,7,1,9991,evening,40,120,PT,37,37,9,7,120,0,,male,0,32,0,0,5,7,5,11.6,0,2015
single,1,2,9500,daytime,1,134,PT,19,19,9,9,125.8,0,,male,0,18,0,0,7,8,7,14.91875,0,2012
single,1,4,9500,daytime,1,160,PT,37,37,7,7,133,0,1,female,1,18,0,0,8,8,7,14.314285714285717,0,2011
single,1,1,9085,daytime,1,142,PT,38,38,9,10,127,0,1,male,0,18,0,0,5,7,3,12.333333333333334,0,2010
,17,1,9085,daytime,1,133.1,PT,1,19,5,9,130,0,,female,0,22,0,0,5,8,3,13,0,2008
single,17,1,9130,daytime,1,130,PT,3,19,2,9,115.9,0,,male,0,18,0,0,5,14,2,12,2,2009
single,1,1,171,daytime,1,168,PT,38,37,9,8,155.1,1,0,female,1,18,0,0,0,0,0,0,0,2011
,44,1,9070,daytime,39,120,PT,1,38,5,5,116.3,0,,F,1,21,0,2,7,7,4,11.5,0,2015
single,17,1,9070,daytime,1,126,PT,19,38,9,7,118.7,0,1,male,0,18,0,0,6,7,5,11.8,0,2013
single,1,1,9147,daytime,1,158,PT,1,38,3,6,155.2,0,1,female,1,18,0,0,5,5,5,11.8,0,2009
single,1,2,9773,daytime,1,148,PT,1,19,9,9,141.7,0,1,male,0,18,0,0,6,6,6,13.833333333333334,0,2010
single,17,1,9500,daytime,1,134,PT,38,1,9,6,133.5,0,1,female,1,20,0,0,7,8,7,11.9725,0,2012
divorced,39,1,9500,daytime,19,133.1,PT,38,1,9,4,120,0,,male,1,35,0,0,8,9,8,13.63,1,2009
married,44,1,9085,daytime,39,160,PT,37,37,192,192,160,0,1,male,0,27,0,0,5,12,3,14,2,2009
single,1,3,9500,daytime,1,102,PT,1,19,9,5,100.6,0,,male,1,20,0,0,7,9,6,12.766666666666666,0,2015
married,43,1,9254,daytime,3,120,PT,38,37,9,3,120,0,,male,0,33,0,9,12,22,10,13.3,0,2009
married,39,1,9003,daytime,1,120,PT,37,37,9,9,155.8,0,1,female,0,29,0,0,6,9,6,16.11111111111111,0,2014
divorced,1,1,8014,evening,1,133.1,PT,39,19,4,10,143,0,,male,1,47,0,0,6,9,5,14.166666666666666,0,2013
single,1,2,9147,daytime,1,132,PT,1,19,4,3,126.4,0,,male,1,18,0,0,5,13,3,10.6,0,2014
single,17,2,9556,daytime,1,133.1,PT,37,37,3,10,108,0,,male.,0,20,0,0,7,8,7,12.457142857142856,0,2012
single,17,3,9500,daytime,1,133,PT,3,19,2,5,130.8,0,1,male,0,19,0,0,8,8,8,13.427499999999998,0,2009
single,1,1,9238,daytime,1,147,PT,1,19,4,4,137.2,0,,male,0,18,0,0,6,6,6,14.5,0,2010
single,44,1,9238,daytime,39,130,PT,38,38,5,10,126.7,1,,male,0,21,0,3,6,6,6,12.166666666666666,0,2014
single,17,3,9500,daytime,,133,PT,38,19,9,8,128.8,0,1,female,0,18,0,0,7,8,7,11.8375,0,2014
single,1,1,9147,daytime,1,150,PT,37,37,9,6,138.5,0,,male,1,,0,0,5,5,5,14,0,2015
single,1,1,9773,daytime,1,170,PT,1,19,9,7,155,0,1,female,1,18,0,0,6,6,6,15.5,0,2016
single,17,5,9773,daytime,1,134,PT,1,19,9,5,121.8,0,,female,0,19,0,0,6,6,6,13.166666666666666,0,2013
single,17,6,9500,daytime,1,143,PT,1,19,4,4,129.9,0,,male,1,20,0,3,7,7,7,13.914285714285713,0,2016
single,1,2,9085,daytime,,122,PT,1,1,193,101,126.2,0,,male,0,19,0,0,6,8,6,14,0,2015
single,1,1,9238,daytime,1,142,PT,1,38,5,7,127.7,0,,male,1,20,0,0,6,7,6,15,0,2014
single,1,1,9853,daytime,1,137,PT,37,37,9,9,132.8,0,1,male,0,18,0,0,6,7,6,13.333333333333334,0,2008
single,17,5,9119,daytime,1,124,IT,4,12,2,9,119.5,0,1,female,0,20,1,0,5,5,5,14.8,0,2017
single,43,1,9147,daytime,1,153,PT,1,19,9,10,147.8,0,1,male,1,18,0,0,5,9,5,13.2,0,2013
single,1,1,9670,daytime,1,139,PT,38,19,5,7,130.6,0,,male,0,18,0,0,6,6,6,12.333333333333334,0,2014
single,1,5,9500,daytime,1,122,PT,37,3,9,2,116.8,0,,male,0,20,0,0,7,8,6,13.271428571428572,0,2014
single,7,1,9238,daytime,3,140,PT,37,37,9,9,140,0,,male,0,36,0,10,14,21,13,13.071428571428571,0,2013
single,1,1,9500,daytime,1,162,PT,3,4,3,3,154.1,0,,male,0,18,0,0,7,7,7,14.45,0,2016
married,39,1,9773,daytime,38,100,PT,37,37,9,7,154,0,1,female,0,57,0,0,6,7,5,14.2,0,2009
single,17,1,9238,daytime,1,133.1,PT,38,38,191,193,146,1,,male,1,19,0,0,6,6,6,12.666666666666666,0,2017
single,17,1,9238,daytime,1,158,PT,1,1,5,6,140.5,0,1,male,1,20,0,0,6,9,6,11.333333333333334,0,2010
singel,1,1,9500,daytime,1,114,PT,19,38,5,3,112.6,0,1,male,0,,0,0,7,10,6,11.85,0,2013
single,1,1,171,daytime,1,151,PT,37,37,9,7,147.5,0,1,male,0,18,0,0,0,0,0,0,0,2008
single,1,2,9670,daytime,1,123,PT,19,1,9,3,117.8,0,,male,0,18,0,0,6,6,6,13.833333333333334,0,2010
single,17,2,9853,daytime,1,112,PT,19,38,5,7,107.1,0,,male,1,18,0,0,7,8,7,12.142857142857142,0,2016
single,43,1,9147,daytime,1,131,PT,19,38,9,9,129.7,0,1,male,0,19,0,0,5,5,5,12.6,0,2013
divorced,43,1,9991,evening,1,164,PT,37,37,6,6,131.8,0,,male,0,31,0,7,14,19,13,11.357142857142858,0,2009
single,1,1,9500,daytime,1,141,PT,1,1,3,10,142.8,0,1,mal,0,18,0,0,7,7,7,13.7,0,2016
single,1,3,9085,daytime,1,147,PT,19,19,9,1,135.6,0,1,maLe,0,20,0,0,6,7,6,16.714285714285715,0,2014
single,44,1,9003,daytime,39,160,PT,3,3,2,10,160,0,1,female,0,20,0,0,6,7,6,14,0,2015
single,44,1,9147,daytime,39,130,PT,19,1,9,3,130,0,,male,1,20,0,4,7,8,7,13,0,2016
single,18,2,9853,daytime,1,111,PT,38,38,191,171,105.8,0,,male,0,19,0,0,7,7,7,13.142857142857142,0,2017
single,1,6,9254,daytime,1,126,PT,38,37,5,7,123.9,0,,male,1,18,0,0,6,7,6,13,0,2015
single,17,2,9147,daytime,1,134,PT,37,19,9,8,126.3,0,1,male,1,18,0,0,5,8,5,11.8,0,2013
single,7,1,9003,daytime,4,120,PT,3,1,2,4,120,0,1,male,0,,0,8,12,12,11,13.818181818181818,0,2012
single,53,1,9085,daytime,42,150,PT,3,1,2,8,153.8,0,,male,0,21,0,7,11,15,10,14.5,0,2017
single,1,1,9238,daytime,1,145,PT,19,37,4,7,148.9,0,,male,1,18,0,0,6,6,6,13.666666666666666,0,2010
single,39,1,8014,evening,38,133.1,PT,38,37,4,8,95.5,0,,femaLe,0,29,0,0,6,11,6,12,0,2016
single,15,1,9773,daytime,1,120,ST,19,19,4,5,120,0,,male,0,22,1,0,6,6,6,13,0,2015
single,1,3,9670,daytime,1,111,PT,1,1,5,5,105.4,0,1,male,0,20,0,0,5,6,5,13.333333333333334,0,2008
single,1,1,9238,daytime,1,151,PT,37,1,9,9,138.4,0,,male,1,20,0,0,6,8,6,14.25,0,2011
married,39,1,8014,evening,19,133.1,PT,37,37,6,6,139,0,1,female,0,49,0,0,6,8,6,12.166666666666666,0,2015
single,17,2,9500,daytime,1,138,PT,1,38,5,8,132.8,0,1,MALE,0,18,0,0,7,9,6,12.385714285714286,0,2014
single,1,1,171,daytime,1,145,PT,1,19,10,5,150.6,0,1,female,0,18,0,0,0,0,0,0,0,2010
single,42,1,9500,daytime,1,100,PT,3,37,2,6,130,0,1,male,0,25,0,0,14,14,12,13.291666666666666,1,2008
single,1,3,9500,daytime,1,147,PT,37,38,9,5,134.8,0,1,male,0,18,0,0,7,7,6,14.016666666666666,0,2008
single,1,6,9500,daytime,1,137,PT,1,3,3,2,121.3,0,,male,0,20,0,0,7,7,6,12.6,0,2008
single,17,3,9500,daytime,1,156,PT,19,37,4,9,132.3,0,,female,1,18,0,0,7,7,6,13.266666666666666,0,2008
single,7,1,9500,daytime,3,140,PT,37,37,4,4,140,0,1,male,0,25,0,0,8,8,7,14.805714285714286,0,2010
single,1,1,9147,daytime,1,158,PT,19,37,9,7,130,0,,male,0,20,0,0,5,8,4,11.25,0,2008
married,1,1,9238,daytime,1,134,PT,37,37,5,5,120.4,0,,male,0,20,0,0,6,7,6,11.5,0,2008
single,17,1,9670,daytime,1,145,PT,3,3,2,1,129.3,0,,male,0,20,0,0,6,7,6,15.571428571428571,0,2013
,39,1,9991,evening,12,120,PT,37,38,5,5,155.7,0,,female,0,33,0,0,5,5,5,13.2,0,2010
single,44,1,8014,evening,39,160,PT,37,37,7,7,156.1,0,,male,1,21,0,3,6,6,6,14.666666666666666,0,2014
single,17,1,9500,daytime,1,142,PT,37,37,5,5,131.3,0,1,male,0,19,0,0,8,8,7,14.731428571428571,0,2010
single,1,2,9500,daytime,1,124,PT,37,37,9,9,116,0,,male,1,21,0,0,8,8,7,13.957142857142856,0,2011
single,17,1,9085,daytime,1,131,PT,1,3,4,1,129.3,0,1,male,0,19,0,0,5,10,4,11.25,1,2011
single,17,1,9238,daytime,1,132,PT,37,38,9,5,120.8,0,,male,1,19,0,0,6,11,5,11.6,0,2012
legally seperated,39,1,8014,evening,1,133.1,PT,37,1,9,7,114.8,0,1,male,1,41,0,0,6,10,5,12.833333333333334,0,2014
single,1,2,9670,daytime,1,130,PT,38,37,5,5,123.4,0,,male,0,21,0,0,5,5,4,11.75,0,2009
single,1,3,9773,daytime,1,135,PT,3,1,2,4,129.8,0,,female,0,20,0,0,6,6,5,12.8,0,2012
single,1,3,9500,daytime,1,142,PT,1,1,4,7,131,0,,male,0,18,0,0,8,8,7,14.7,0,2010
single,1,5,9500,daytime,1,151,PT,1,1,9,9,127.8,0,,male,1,18,0,0,8,8,7,13.671428571428573,0,2011
single,1,1,9147,daytime,1,150,PT,1,19,5,5,137.8,0,,female,1,19,0,0,5,6,5,13.2,0,2013
divorced,43,1,8014,evening,1,140,PT,38,37,9,9,126,0,,male,1,39,0,3,9,9,9,13.11111111111111,0,2011
single,39,1,9773,daytime,1,130,PT,1,19,1,3,161.5,0,,female,0,36,0,0,6,7,6,15.285714285714286,0,2010
single,1,4,9500,daytime,1,128,PT,19,1,4,4,124.3,0,,female,0,19,0,0,8,8,7,12.665714285714284,0,2010
single,1,2,9500,daytime,1,131,PT,19,19,7,5,122.1,0,,male,0,18,0,0,7,8,7,14.13125,0,2012
single,1,3,9500,daytime,1,108,PT,19,1,9,3,107.8,0,1,male,1,20,0,0,7,10,6,12.357142857142858,0,2014
single,1,3,9773,daytime,1,130,PT,1,37,4,5,120.9,1,,male,0,18,0,0,6,6,6,14.333333333333334,0,2017
single,44,1,9130,daytime,39,150,PT,2,1,3,6,150,0,1,female,0,22,0,11,18,32,12,12.857142857142858,1,2013
single,42,1,9500,daytime,,150,PT,19,1,9,3,110,0,,FEM,1,33,0,6,14,20,14,13.072857142857144,6,2009
divorced,39,1,8014,evening,,130,PT,37,37,9,7,138,0,,MALE,0,42,0,0,6,8,5,11.2,0,2017
single,1,1,9500,daytime,1,125,PT,1,1,4,4,119.8,0,,male,1,19,0,0,8,8,8,12.82875,0,2009
single,1,2,9500,daytime,1,149,PT,3,1,9,9,137.5,0,,female,0,19,0,0,8,8,7,13.828571428571427,0,2011
singel,39,1,9254,daytime,1,150,PT,3,1,3,4,122.3,0,1,female,0,28,0,0,6,10,6,13,0,2014
single,17,5,9500,daytime,1,128,PT,1,1,4,5,120.8,0,,male,1,19,0,0,7,9,7,13.507142857142856,0,2013
singel,1,2,9500,daytime,1,140,PT,38,37,5,6,124.3,0,1,male,1,19,0,0,7,9,7,13.3125,0,2014
single,1,1,9500,daytime,1,154,PT,1,1,5,3,144.9,0,1,F,1,18,0,0,7,7,7,15.957142857142856,0,2013
single,39,1,9085,daytime,1,128,PT,19,1,9,10,157.4,0,,male,0,26,0,0,6,7,6,16.5,0,2017
single,53,1,9254,daytime,42,110,PT,1,1,4,7,111.8,0,1,male,1,21,0,0,6,7,6,10.571428571428571,0,2017
single,1,3,9500,daytime,1,135,PT,38,19,8,8,126.3,1,,male,1,18,0,0,7,8,7,12.65,0,2012
single,1,1,9130,daytime,1,141,PT,1,1,4,10,138.9,0,,female,0,18,0,0,5,5,5,13.6,0,2010
married,39,1,9773,daytime,19,133.1,PT,37,37,6,6,162,1,,female,1,49,0,0,6,8,6,12.285714285714286,0,2010
single,1,1,9238,daytime,1,160,PT,38,37,9,7,155.5,0,1,male,1,18,0,0,6,7,6,12.833333333333334,0,2010
single,1,1,9085,daytime,1,145,PT,38,38,9,10,139.8,0,1,male,0,20,0,0,5,6,5,14.8,1,2011
singel,1,2,9853,daytime,1,112,PT,3,1,3,5,111,0,1,male,0,21,0,0,6,8,5,13.2,0,2009
single,1,5,9147,daytime,1,118,PT,19,19,9,9,114.2,0,,female,0,,0,0,5,9,3,10.333333333333334,0,2015
single,17,1,9773,daytime,1,133.1,PT,19,37,7,7,126,0,1,MALE,1,19,0,0,6,6,6,12.5,0,2012
single,1,1,9238,daytime,1,135,PT,19,19,9,5,135,0,1,male,0,20,0,0,6,6,6,13.833333333333334,0,2010
single,17,1,9500,daytime,1,127,PT,19,38,5,9,129.5,0,,male,1,20,0,0,7,7,6,12.333333333333334,0,2008
single,39,1,9147,daytime,,160,PT,38,38,7,9,121.4,0,1,male,1,26,0,0,5,8,4,13,0,2013
single,1,1,9130,daytime,1,137,PT,,38,3,5,129.3,0,1,male,0,18,0,0,5,6,5,11.8,1,2009
single,43,1,8014,evening,3,133.1,PT,9,9,90,90,130,0,1,male,0,26,0,8,11,16,10,11.8,0,2008
single,17,1,9254,daytime,1,125,PT,19,19,7,5,118,0,1,male,1,19,0,0,6,10,4,12.25,0,2009
single,1,2,9238,daytime,1,136,PT,22,30,0,8,135.7,0,1,male,0,19,0,0,6,8,6,14.375,0,2008
single,17,1,171,daytime,1,142,PT,37,37,9,9,132.9,0,,female,0,22,0,0,0,0,0,0,0,2011
single,1,4,9500,daytime,1,132,PT,19,38,5,5,118,0,1,male,0,18,0,0,8,8,7,12.328571428571427,0,2011
singel,17,6,9254,daytime,,125,PT,1,1,4,3,120.5,0,,female,0,18,0,0,6,6,6,14,0,2016
single,43,1,9500,daytime,,134,PT,1,37,9,9,120.4,0,,male,0,19,0,0,7,7,6,13.333333333333334,0,2008
single,39,1,8014,evening,1,120,PT,1,1,4,4,150.5,0,,male,0,27,0,0,6,6,6,12.5,0,2012
singel,1,1,9500,daytime,1,148,PT,19,19,4,4,133.8,0,,male,0,18,0,0,8,8,7,13.485714285714284,0,2011
single,1,2,9500,daytime,1,134,PT,19,19,4,7,131,0,,female,0,18,0,0,7,9,7,14.594444444444443,0,2012
single,1,6,9500,daytime,1,131,PT,38,19,7,7,125.3,0,,male,1,19,0,0,8,8,7,12.355714285714283,0,2010
singel,17,1,9070,daytime,1,139,PT,1,37,4,9,131.3,0,1,male,0,19,0,0,6,10,4,12,1,2008
married,44,1,8014,evening,39,160,PT,37,19,9,10,155.9,0,,male,0,33,0,3,6,7,6,15.714285714285714,0,2014
single,1,4,9500,daytime,1,130,PT,19,19,9,7,119.9,0,,male,0,18,0,0,7,7,7,13.78,0,2015
single,39,1,9500,daytime,,130,PT,38,1,9,4,140,0,,male,0,24,0,0,8,8,7,14.985714285714286,0,2011
single,1,2,9085,daytime,1,127,PT,38,37,5,7,123.9,0,,male,0,18,0,0,5,9,4,13,0,2010
single,1,1,171,daytime,1,138,PT,1,3,4,4,147.5,0,,male,1,19,0,6,12,12,12,13.666666666666666,0,2017
single,39,2,9670,daytime,1,140,PT,34,34,0,0,100,0,,male,0,28,0,0,5,6,4,12.5,0,2008
single,1,1,9670,daytime,1,130,PT,37,37,0,0,117.8,0,,male,0,21,0,0,5,8,3,13,0,2008
single,1,2,9500,daytime,1,137,PT,19,19,7,7,120.8,0,,male,1,18,0,0,8,8,7,14.654285714285717,0,2010
single,17,1,9070,daytime,1,124,PT,19,38,4,0,117.6,0,,female,0,20,0,0,6,9,6,10.666666666666666,1,2008
married,1,1,9085,daytime,1,139,PT,19,19,192,144,127.1,0,1,F,1,23,0,0,5,6,5,11.8,0,2010
single,42,1,9119,daytime,1,150,PT,38,37,5,8,133.5,0,1,FEM,0,21,0,0,5,10,5,13,0,2009
single,1,1,9238,daytime,,120,PT,19,38,5,9,130.2,0,1,male,1,18,0,0,6,8,6,11.285714285714286,0,2015
single,1,1,9238,daytime,1,131,PT,37,1,9,9,135.9,0,1,male,0,18,0,0,6,8,5,13.2,0,2009
single,1,2,9085,daytime,1,151,PT,40,4,2,2,144.5,0,,male,0,18,0,0,6,7,6,15.666666666666666,0,2017
single,1,1,171,daytime,1,135,PT,1,19,3,9,137.1,0,1,male,0,18,0,0,0,0,0,0,0,2011
singel,1,1,9085,daytime,1,120,PT,1,19,3,4,116.7,0,,male,0,20,0,0,5,12,3,12.333333333333334,2,2009
single,18,1,9500,daytime,1,144,PT,37,37,6,6,127.5,0,1,male,1,19,0,0,8,8,7,13.542857142857144,0,2011
,1,1,9147,daytime,1,133.1,PT,37,38,7,7,98,0,1,female,0,,0,0,5,8,4,11.4,0,2016
single,17,1,9085,daytime,1,130,PT,37,36,4,90,127.6,0,,female,0,23,0,0,5,6,4,14.25,0,2008
single,17,4,9773,daytime,1,127,PT,1,19,4,1,115.8,0,,male,0,18,0,0,6,7,6,12.571428571428571,0,2014
single,17,1,9556,daytime,1,133,PT,38,37,9,9,124.4,0,,male,1,18,0,0,7,7,7,13.3,0,2012
single,1,1,9670,daytime,1,116,PT,3,3,3,3,110.1,0,1,female,0,19,0,0,6,9,5,13.333333333333334,0,2015
single,1,1,9085,daytime,1,139,PT,3,4,2,2,130.6,0,,male.,0,18,0,0,5,12,5,12.8,2,2009
married,43,1,8014,evening,1,160,PT,37,39,9,4,140.9,0,1,male,0,50,0,7,11,11,11,13.545454545454543,0,2013
single,1,1,9147,daytime,1,148,PT,37,38,9,8,133,0,,male,0,18,0,0,5,10,4,12,0,2014
single,17,1,9070,daytime,1,132,PT,37,38,9,7,138,0,1,female ,1,18,0,0,6,6,6,13.666666666666666,0,2015
single,1,1,9500,daytime,1,152,PT,41,19,3,5,137.8,0,,male,0,19,0,0,7,7,7,13.694285714285714,0,2016
married,39,1,9147,daytime,1,100,PT,37,37,9,5,170,0,1,femaLe,0,45,0,0,5,6,5,14.833333333333334,0,2012
single,1,1,9238,daytime,1,128,PT,19,19,9,9,120,0,1,male,1,18,0,0,6,8,6,13.5,0,2016
single,17,1,9254,daytime,1,140,PT,3,1,2,3,129.9,0,,maLe,1,19,0,0,6,15,6,11.333333333333334,0,2009
single,17,6,9500,daytime,1,139,PT,37,37,9,6,133.5,0,,male.,1,18,0,0,8,8,7,15.228571428571428,0,2011
single,1,1,9238,daytime,1,141,PT,38,1,5,7,132.6,0,,male,1,18,0,0,6,7,6,13.285714285714286,0,2015
single,1,4,9500,daytime,1,136,PT,19,38,4,8,125.5,0,,male,1,21,0,0,7,7,6,14.033333333333331,0,2008
single,1,1,9500,daytime,1,133.1,PT,38,38,5,10,101,0,1,female,0,20,0,0,7,14,5,12.87857142857143,0,2012
single,18,1,9254,daytime,1,137,PT,19,19,4,5,126.9,0,1,female,0,20,0,0,6,7,6,13.857142857142858,0,2013
single,1,4,171,daytime,1,133.1,PT,1,1,9,10,110,0,,male,0,20,0,0,0,0,0,0,0,2013
single,1,6,9773,daytime,1,125,PT,1,1,5,4,122.2,0,,female,0,19,0,0,6,7,5,13.6,0,2012
single,1,3,9070,daytime,1,132,PT,1,3,9,7,126.1,0,,male,1,18,0,0,6,6,6,15.833333333333334,0,2016
single,53,1,9147,daytime,42,130,PT,1,19,143,172,133.8,0,1,male,0,21,0,6,11,17,11,11.545454545454543,0,2017
single,17,5,9853,daytime,1,132,PT,37,38,5,6,119.1,0,,male,1,19,0,0,6,10,5,12,0,2009
single,1,1,9773,daytime,1,153,PT,1,1,141,175,157.9,1,,male,1,18,0,0,6,6,6,14.833333333333334,0,2017
single,18,6,9500,daytime,1,140,PT,3,19,3,8,129,0,,male,0,21,0,0,8,8,7,12.414285714285716,0,2011
single,1,1,9773,daytime,1,132,PT,37,19,9,9,131,0,,male,1,18,0,0,6,8,5,13,0,2012
single,1,5,9500,daytime,1,133.1,PT,1,1,5,8,123,0,,MALE,0,19,0,0,8,8,7,13.714285714285714,0,2011
