Martial status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Debtor,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Year,Target
single,44,1,9085,daytime,1.0,160.0,PT,12.0,38,4,8,160.0,0,female,0,23.0,0,1,6,10,5,12.5,0,2015,Dropout
married,42,1,9070,daytime,1.0,170.0,PT,37.0,25,0,4,148.5,0,female,0,47.0,0,8,10,14,8,14.625,0,2009,Dropout
single,39,1,9003,daytime,12.0,133.1,PT,37.0,1,9,10,130.0,0,female,0,28.0,0,0,6,6,0,0.0,0,2016,Dropout
single,17,2,9853,daytime,1.0,127.0,PT,19.0,38,3,3,121.1,0,female,0,19.0,0,0,7,10,6,13.666666666666666,0,2015,Dropout
single,39,1,8014,evening,38.0,133.1,PT,1.0,1,4,4,107.5,1,female,0,29.0,0,0,6,6,0,0.0,0,2017,Dropout
single,17,4,9070,daytime,1.0,116.0,PT,38.0,37,9,9,109.0,0,male,1,23.0,0,0,6,6,6,13.333333333333334,0,2016,Dropout
single,43,1,9147,daytime,1.0,120.0,PT,37.0,37,5,3,113.4,0,female,0,22.0,0,0,5,9,3,13.0,0,2011,Dropout
single,17,1,9003,daytime,1.0,126.0,PT,19.0,3,5,2,116.9,0,female,0,19.0,0,0,6,10,6,13.666666666666666,0,2014,Dropout
married,39,1,9991,evening,1.0,135.0,PT,34.0,34,0,0,134.1,0,female,0,49.0,0,0,5,5,0,0.0,0,2008,Dropout
single,44,1,9003,daytime,1.0,120.0,PT,1.0,19,9,7,120.0,0,female,0,22.0,0,2,6,15,3,11.75,0,2014,Dropout
single,39,1,9556,daytime,1.0,140.0,PT,37.0,38,9,9,106.0,1,male,1,20.0,0,0,7,14,5,12.36,0,2017,Dropout
married,42,1,9003,daytime,1.0,120.0,PT,3.0,1,2,2,113.3,0,female,0,26.0,0,0,6,9,1,10.0,0,2015,Dropout
single,17,3,9147,daytime,1.0,127.0,PT,37.0,37,5,7,116.2,0,female,0,18.0,0,0,5,10,0,0.0,1,2009,Dropout
single,39,1,9003,daytime,19.0,133.1,PT,1.0,19,9,8,120.0,1,female,0,27.0,0,0,6,11,2,11.5,0,2017,Dropout
single,17,1,9238,daytime,1.0,125.0,PT,1.0,38,9,7,119.8,0,male,0,18.0,0,0,6,0,0,0.0,0,2016,Dropout
divorced,39,1,9853,daytime,1.0,143.0,PT,37.0,1,9,10,140.0,1,male,0,31.0,0,0,7,8,6,12.666666666666666,0,2017,Dropout
single,1,3,9500,daytime,1.0,138.0,PT,19.0,19,5,8,124.9,0,male,1,18.0,0,0,7,9,7,13.2375,0,2014,Dropout
single,1,2,9773,daytime,1.0,120.0,RU,1.0,1,9,9,119.0,1,male,0,18.0,1,0,6,6,6,12.0,0,2016,Dropout
single,16,1,9085,daytime,1.0,150.0,PT,3.0,3,2,1,153.5,0,male,0,19.0,0,0,6,7,6,15.714285714285714,0,2014,Dropout
single,1,4,9670,daytime,1.0,127.0,PT,1.0,1,7,7,116.5,0,male,0,20.0,0,0,6,7,0,0.0,0,2013,Dropout
single,39,1,9003,daytime,1.0,130.0,PT,1.0,1,9,4,140.0,0,female,0,25.0,0,0,6,0,0,0.0,0,2014,Dropout
married,39,1,9003,daytime,1.0,120.0,PT,37.0,37,9,9,125.7,1,male,0,43.0,0,0,6,10,4,12.25,0,2017,Dropout
single,44,1,9130,daytime,39.0,120.0,PT,3.0,1,2,4,120.0,0,male,0,20.0,0,0,6,6,0,0.0,0,2015,Dropout
married,39,1,9238,daytime,19.0,133.1,PT,37.0,37,4,4,98.5,0,male,0,48.0,0,0,6,14,6,11.333333333333334,0,2012,Dropout
single,43,1,9853,daytime,1.0,140.0,PT,37.0,19,9,8,122.3,0,male,0,22.0,0,0,6,9,5,13.6,0,2011,Dropout
single,1,5,9254,daytime,1.0,120.0,PT,3.0,19,3,9,114.8,0,female,0,19.0,0,0,6,0,0,0.0,0,2017,Dropout
single,17,3,9085,daytime,1.0,120.0,PT,37.0,38,9,9,111.3,0,male,0,20.0,0,0,6,0,0,0.0,0,2016,Dropout
married,39,1,9085,daytime,1.0,150.0,PT,37.0,37,90,10,112.0,0,female,0,34.0,0,0,6,0,0,0.0,0,2010,Dropout
single,7,1,9130,daytime,3.0,140.0,PT,2.0,38,2,3,140.0,0,female,0,18.0,0,2,5,7,2,13.0,0,2011,Dropout
single,17,1,9991,evening,1.0,140.0,PT,38.0,37,6,7,127.3,0,male,0,20.0,0,0,5,0,0,0.0,0,2016,Dropout
single,39,1,9003,daytime,1.0,133.1,PT,1.0,37,9,8,130.0,0,female,0,29.0,0,0,3,4,0,0.0,0,2013,Dropout
married,39,1,9991,evening,1.0,133.1,PT,37.0,37,9,9,113.4,0,male,0,33.0,0,0,5,14,1,10.0,0,2015,Dropout
single,1,1,9254,daytime,1.0,123.0,PT,38.0,38,4,7,114.3,0,male,0,19.0,0,0,6,0,0,0.0,0,2016,Dropout
single,39,1,9991,evening,19.0,133.1,PT,2.0,1,2,4,100.0,0,female,0,24.0,0,0,5,7,0,0.0,0,2013,Dropout
single,1,2,9773,daytime,1.0,116.0,PT,1.0,19,4,7,127.6,0,male,1,19.0,0,0,6,7,6,13.857142857142858,0,2014,Dropout
single,1,1,9670,daytime,1.0,133.1,PT,3.0,1,4,4,95.0,0,female,0,19.0,0,0,6,7,0,0.0,0,2012,Dropout
single,17,6,9670,daytime,1.0,117.0,PT,38.0,19,0,1,114.6,0,female,0,19.0,0,0,6,9,4,11.25,0,2010,Dropout
married,39,1,9085,daytime,1.0,133.1,PT,36.0,36,99,5,128.2,0,male,1,28.0,0,0,5,14,1,12.0,3,2009,Dropout
single,1,1,9238,daytime,1.0,116.0,PT,38.0,19,8,10,110.8,0,female,0,19.0,0,0,6,0,0,0.0,0,2013,Dropout
single,39,1,9085,daytime,19.0,133.1,PT,37.0,37,9,9,100.0,1,male,1,26.0,0,0,6,7,0,0.0,0,2014,Dropout
single,7,1,9003,daytime,3.0,130.0,PT,1.0,19,5,9,130.0,0,female,0,27.0,0,0,6,8,0,0.0,0,2013,Dropout
single,39,1,9556,daytime,19.0,133.1,PT,19.0,1,7,10,105.0,0,female,0,25.0,0,0,7,14,4,12.95,1,2012,Dropout
single,39,1,9670,daytime,1.0,148.0,PT,19.0,19,7,7,130.9,1,female,0,24.0,0,0,6,12,0,0.0,0,2010,Dropout
single,39,1,9991,evening,19.0,133.1,PT,19.0,37,9,9,149.4,0,female,0,29.0,0,0,5,11,2,11.333333333333334,0,2016,Dropout
single,44,1,9130,daytime,39.0,140.0,PT,4.0,4,2,10,140.0,0,female,0,20.0,0,1,5,8,2,11.5,0,2011,Dropout
single,43,1,9773,daytime,1.0,121.0,PT,1.0,3,9,3,123.8,0,female,0,22.0,0,0,4,4,0,0.0,4,2010,Dropout
single,17,6,9500,daytime,1.0,147.0,PT,1.0,38,4,8,141.1,0,male,0,20.0,0,0,7,9,6,13.0,0,2014,Dropout
single,17,1,9670,daytime,1.0,132.0,PT,19.0,1,5,4,119.1,1,female,0,18.0,0,0,6,6,3,12.666666666666666,0,2010,Dropout
married,39,1,9991,evening,19.0,133.1,PT,38.0,38,90,90,121.7,0,female,0,45.0,0,0,5,5,0,0.0,0,2008,Dropout
single,43,1,9147,daytime,1.0,133.1,PT,4.0,19,2,1,128.2,0,male,0,23.0,0,7,11,18,11,15.090909090909092,1,2009,Dropout
single,44,1,9238,daytime,39.0,140.0,PT,1.0,1,4,3,138.6,0,female,0,22.0,0,3,6,7,6,12.333333333333334,0,2014,Dropout
single,17,4,171,daytime,1.0,172.0,PT,3.0,1,2,10,155.6,0,female,0,19.0,0,0,0,0,0,0.0,0,2009,Dropout
single,1,2,9991,evening,1.0,123.0,PT,1.0,3,4,2,113.2,0,female,0,22.0,0,0,5,7,3,11.666666666666666,0,2008,Dropout
married,43,1,8014,evening,1.0,120.0,PT,37.0,37,5,5,161.1,0,female,0,47.0,0,0,6,9,6,12.142857142857142,0,2013,Dropout
single,17,2,9119,daytime,1.0,137.0,PT,1.0,1,4,4,130.4,1,female,0,18.0,0,0,5,10,1,12.0,0,2008,Dropout
single,17,1,9070,daytime,1.0,134.0,PT,1.0,1,5,0,133.3,0,female,0,18.0,0,0,6,7,5,10.8,1,2008,Dropout
single,1,3,9773,daytime,1.0,131.0,PT,38.0,37,7,7,127.2,0,male,1,18.0,0,0,6,6,6,15.0,0,2017,Dropout
single,39,1,9003,daytime,19.0,133.1,PT,3.0,1,2,8,100.0,0,female,0,35.0,0,0,6,13,3,11.75,0,2014,Dropout
divorced,27,1,9070,daytime,2.0,130.0,PT,34.0,34,0,0,130.0,0,male,0,53.0,0,15,18,18,17,13.176470588235292,0,2008,Dropout
single,44,1,9085,daytime,1.0,150.0,PT,29.0,10,6,6,150.0,0,male,0,21.0,0,0,6,0,0,0.0,0,2010,Dropout
single,39,1,8014,evening,1.0,133.1,PT,37.0,38,9,9,148.5,0,female,0,20.0,0,0,6,6,4,12.25,0,2016,Dropout
single,39,1,9130,daytime,1.0,150.0,PT,1.0,1,4,10,110.0,1,female,0,24.0,0,0,5,13,2,12.5,2,2009,Dropout
single,44,1,9085,daytime,39.0,160.0,PT,1.0,1,5,4,160.0,0,female,0,19.0,0,2,6,6,6,14.0,0,2015,Dropout
single,1,1,9147,daytime,1.0,108.0,BR,3.0,3,9,9,107.0,1,male,0,19.0,1,0,5,14,0,0.0,0,2017,Dropout
single,51,1,9003,daytime,39.0,130.0,PT,1.0,19,4,4,120.0,1,female,0,22.0,0,0,6,12,3,11.333333333333334,0,2017,Dropout
single,1,3,9085,daytime,1.0,126.0,PT,38.0,1,9,9,132.0,0,male,1,18.0,0,0,5,8,3,15.0,2,2009,Dropout
single,39,1,9773,daytime,19.0,133.1,PT,19.0,1,7,9,115.0,1,female,0,25.0,0,0,6,10,4,13.0,0,2011,Dropout
single,39,2,9556,daytime,1.0,133.1,PT,3.0,1,2,4,136.1,0,female,0,26.0,0,0,7,7,2,11.75,0,2015,Dropout
single,7,1,8014,evening,3.0,140.0,PT,1.0,1,4,4,140.0,0,male,0,30.0,0,0,6,0,0,0.0,0,2010,Dropout
single,44,1,9147,daytime,39.0,130.0,CV,2.0,37,2,8,130.0,1,female,0,25.0,1,0,5,6,0,0.0,0,2012,Dropout
facto union,39,1,9147,daytime,1.0,133.1,PT,1.0,19,4,7,114.0,0,female,0,29.0,0,0,5,5,1,13.0,0,2017,Dropout
single,39,1,9085,daytime,1.0,110.0,PT,1.0,1,5,5,160.0,1,male,0,30.0,0,0,6,7,6,16.428571428571427,0,2014,Dropout
married,44,1,9991,evening,39.0,130.0,PT,1.0,37,4,9,130.0,0,male,0,21.0,0,0,5,12,3,11.333333333333334,0,2012,Dropout
single,1,1,171,daytime,1.0,137.0,PT,3.0,19,2,9,122.3,0,male,0,19.0,0,0,0,0,0,0.0,0,2010,Dropout
single,1,1,9147,daytime,1.0,135.0,PT,1.0,19,5,5,130.1,0,male,0,18.0,0,0,5,10,4,10.75,1,2009,Dropout
single,42,1,9254,daytime,1.0,136.0,PT,2.0,2,134,112,130.0,0,female,0,22.0,0,2,6,13,4,11.5,0,2008,Dropout
single,53,1,9238,daytime,42.0,130.0,PT,1.0,19,5,5,128.3,1,male,0,23.0,0,5,9,12,7,13.571428571428571,0,2017,Dropout
single,17,1,9670,daytime,1.0,133.0,PT,19.0,37,9,8,121.8,0,female,0,22.0,0,0,6,0,0,0.0,0,2014,Dropout
single,39,1,9003,daytime,1.0,140.0,BR,1.0,1,9,9,100.0,1,male,0,29.0,1,3,9,9,3,14.333333333333334,0,2012,Dropout
single,17,1,171,daytime,1.0,125.0,PT,37.0,37,7,9,134.1,0,female,0,24.0,0,12,17,19,13,11.642857142857142,0,2016,Dropout
single,17,1,9254,daytime,1.0,133.0,PT,19.0,1,9,9,137.2,0,female,1,20.0,0,0,6,6,0,0.0,0,2010,Dropout
married,39,1,9119,daytime,1.0,110.0,PT,19.0,19,0,5,137.0,1,female,0,30.0,0,0,5,5,0,0.0,0,2008,Dropout
married,39,2,9147,daytime,1.0,150.0,PT,19.0,37,9,7,101.0,1,male,0,29.0,0,0,5,8,3,10.666666666666666,0,2010,Dropout
single,39,1,9254,daytime,9.0,133.1,PT,34.0,34,0,0,110.0,0,male,0,28.0,0,0,5,10,0,0.0,0,2008,Dropout
single,39,1,9556,daytime,19.0,133.1,PT,42.0,1,3,7,110.5,0,female,0,37.0,0,0,7,15,0,0.0,0,2016,Dropout
single,17,2,9254,daytime,1.0,130.0,PT,37.0,37,5,7,123.4,0,female,0,30.0,0,0,6,17,2,10.0,0,2008,Dropout
single,39,1,9991,evening,1.0,130.0,PT,3.0,1,3,3,120.5,0,female,0,28.0,0,0,5,5,0,0.0,0,2011,Dropout
single,1,1,9853,daytime,1.0,129.0,PT,38.0,37,6,6,138.1,0,male,0,19.0,0,0,6,8,6,12.0,0,2008,Dropout
single,39,1,9147,daytime,1.0,140.0,PT,37.0,3,9,2,135.1,0,female,0,61.0,0,0,5,0,0,0.0,0,2012,Dropout
married,39,1,9991,evening,19.0,133.1,PT,37.0,1,5,5,138.3,0,female,0,44.0,0,0,5,9,3,11.333333333333334,0,2014,Dropout
single,43,5,8014,evening,1.0,110.0,PT,19.0,34,0,0,110.0,0,female,0,37.0,0,0,6,12,0,0.0,0,2008,Dropout
single,17,1,9238,daytime,1.0,111.0,PT,19.0,38,3,3,111.4,0,male,0,19.0,0,0,6,13,4,11.0,0,2011,Dropout
single,44,1,9003,daytime,39.0,140.0,PT,19.0,19,9,4,140.0,0,male,0,21.0,0,0,6,12,3,10.666666666666666,2,2012,Dropout
single,43,1,9991,evening,1.0,120.0,PT,37.0,37,9,9,128.2,0,female,0,32.0,0,5,9,9,5,11.4,0,2010,Dropout
single,1,6,9853,daytime,1.0,140.0,PT,38.0,38,9,7,137.6,0,male,0,18.0,0,0,6,7,6,11.666666666666666,0,2010,Dropout
single,17,3,9500,daytime,1.0,138.0,PT,3.0,3,4,5,130.0,0,male,0,18.0,0,0,7,8,7,14.85,0,2014,Dropout
single,17,4,9254,daytime,1.0,133.0,PT,37.0,37,5,8,128.5,0,male,1,18.0,0,0,6,14,2,11.0,0,2008,Dropout
single,17,1,9238,daytime,1.0,120.0,PT,19.0,19,4,5,114.8,1,male,0,19.0,0,0,6,10,5,11.714285714285714,0,2013,Dropout
single,1,1,9254,daytime,1.0,129.0,PT,1.0,1,4,2,126.2,1,male,1,21.0,0,0,6,7,6,13.428571428571429,0,2017,Dropout
single,17,2,9670,daytime,1.0,129.0,PT,1.0,19,5,5,119.2,0,male,0,21.0,0,0,6,0,0,0.0,0,2017,Dropout
single,17,1,9254,daytime,1.0,131.0,PT,38.0,37,4,9,131.7,0,male,0,18.0,0,0,6,0,0,0.0,0,2011,Dropout
single,1,1,9670,daytime,1.0,117.0,PT,1.0,38,3,9,109.3,1,male,1,20.0,0,0,6,7,5,12.0,0,2015,Dropout
single,1,1,9773,daytime,1.0,121.0,PT,3.0,3,2,2,112.3,1,male,0,18.0,0,0,6,7,5,12.2,0,2016,Dropout
married,43,1,9130,daytime,9.0,133.1,PT,34.0,34,0,0,128.2,0,female,0,28.0,0,0,5,9,0,0.0,0,2008,Dropout
single,17,2,9147,daytime,1.0,133.0,PT,19.0,1,9,3,120.1,0,male,1,18.0,0,0,5,15,2,10.0,0,2014,Dropout
single,39,1,171,daytime,1.0,116.0,PT,34.0,34,0,0,127.0,0,female,0,38.0,0,0,0,0,0,0.0,0,2008,Dropout
single,17,4,9670,daytime,1.0,125.0,PT,1.0,1,4,90,125.4,0,female,0,19.0,0,0,5,6,3,13.333333333333334,0,2008,Dropout
married,39,1,9853,daytime,19.0,133.1,PT,37.0,19,3,7,100.0,0,male,0,45.0,0,0,6,11,3,12.333333333333334,0,2008,Dropout
single,1,1,9500,daytime,1.0,123.0,PT,37.0,37,7,7,119.7,0,female,0,20.0,0,0,7,8,0,0.0,1,2014,Dropout
single,1,4,9500,daytime,1.0,115.0,PT,3.0,3,2,2,111.5,1,male,0,19.0,0,0,7,10,4,11.96,0,2014,Dropout
single,1,2,9254,daytime,1.0,110.0,PT,4.0,19,4,3,114.8,0,f,0,18.0,0,0,5,6,0,0.0,0,2011,Dropout
single,7,1,8014,evening,3.0,140.0,PT,37.0,12,9,4,140.0,0,male,0,26.0,0,0,5,9,0,0.0,0,2009,Dropout
single,44,1,9003,daytime,1.0,140.0,PT,1.0,19,3,9,140.0,1,male,0,23.0,0,0,6,13,5,11.6,0,2015,Dropout
single,1,1,9085,daytime,1.0,133.1,PT,38.0,37,1,1,115.0,0,male,0,21.0,0,0,5,8,3,11.333333333333334,1,2011,Enrolled
single,1,1,9070,daytime,1.0,124.0,PT,19.0,19,7,9,132.1,0,male,0,19.0,0,0,6,10,2,10.5,0,2008,Enrolled
single,43,1,9500,daytime,1.0,125.0,PT,37.0,37,9,7,123.6,0,male,1,18.0,0,0,7,8,5,12.86,0,2008,Enrolled
single,43,1,9085,daytime,1.0,130.0,PT,19.0,38,4,9,130.0,0,male,0,19.0,0,0,6,12,5,13.0,0,2014,Enrolled
single,44,1,9085,daytime,1.0,140.0,PT,1.0,2,3,3,140.0,0,male,0,20.0,0,0,6,7,6,14.285714285714286,0,2014,Enrolled
single,17,2,9853,daytime,1.0,141.0,PT,3.0,1,1,5,130.2,0,male,0,19.0,0,0,6,8,5,11.4,1,2011,Enrolled
single,17,1,9070,daytime,1.0,123.0,PT,4.0,37,2,9,113.9,0,male,0,18.0,0,0,6,8,6,12.5,0,2012,Enrolled
single,44,1,9085,daytime,39.0,140.0,PT,3.0,38,2,9,140.0,0,male,0,21.0,0,7,12,18,8,12.25,0,2015,Enrolled
single,17,5,9670,daytime,1.0,125.0,PT,19.0,30,7,7,118.4,0,male,1,19.0,0,0,5,8,3,10.5,0,2008,Enrolled
single,1,2,171,daytime,1.0,165.0,PT,3.0,3,2,2,163.6,0,male,0,18.0,0,0,0,0,0,0.0,0,2015,Enrolled
single,15,1,9119,daytime,1.0,130.0,ST,38.0,3,9,2,137.0,0,female,0,19.0,1,0,5,9,5,14.0,0,2014,Enrolled
single,1,1,9556,daytime,1.0,135.0,PT,1.0,1,1,1,131.5,0,female,1,21.0,0,0,7,14,5,11.2,0,2013,Enrolled
single,39,1,9991,evening,1.0,133.1,PT,1.0,1,4,2,127.7,0,male,0,25.0,0,0,5,12,4,12.5,0,2014,Enrolled
single,1,5,9670,daytime,1.0,120.0,PT,4.0,1,4,10,112.0,0,male,0,18.0,0,0,6,10,4,11.25,0,2017,Enrolled
single,1,1,9853,daytime,1.0,123.0,PT,1.0,38,9,6,121.6,0,male,0,18.0,0,0,7,12,5,12.0,0,2016,Enrolled
single,17,1,9147,daytime,1.0,115.0,PT,19.0,19,7,7,115.0,0,male,0,23.0,0,0,5,7,2,10.0,1,2009,Enrolled
single,1,2,9773,daytime,1.0,129.0,PT,37.0,37,9,7,117.1,0,male,0,20.0,0,0,6,12,1,17.0,0,2009,Enrolled
single,17,3,9147,daytime,1.0,118.0,PT,1.0,19,5,7,118.0,0,male,0,20.0,0,0,5,11,4,11.0,0,2015,Enrolled
single,18,1,9773,daytime,1.0,125.0,PT,19.0,37,9,5,122.2,0,male,0,18.0,0,0,6,7,5,12.6,0,2016,Enrolled
single,17,3,9147,daytime,1.0,125.0,PT,38.0,19,7,7,125.7,0,male,0,20.0,0,0,5,7,5,11.166666666666666,0,2012,Enrolled
single,5,4,9853,daytime,1.0,116.0,PT,3.0,38,3,8,110.4,0,male,0,21.0,0,0,6,9,5,12.6,0,2009,Enrolled
single,1,1,9147,daytime,1.0,123.0,PT,1.0,1,4,6,118.8,0,male,0,21.0,0,0,5,9,3,10.666666666666666,0,2008,Enrolled
single,15,1,9119,daytime,1.0,133.1,BR,2.0,2,2,2,100.0,1,female,0,24.0,1,2,8,8,7,13.142857142857142,0,2017,Enrolled
single,39,1,9500,daytime,1.0,130.0,PT,38.0,37,5,7,120.0,0,male,1,25.0,0,0,8,11,7,13.29,3,2009,Enrolled
single,39,1,9003,daytime,1.0,160.0,PT,1.0,37,191,193,140.0,0,female,0,27.0,0,0,6,6,0,0.0,0,2016,Enrolled
single,43,1,9238,daytime,1.0,110.0,PT,37.0,37,9,9,110.0,0,male,0,36.0,0,10,16,24,13,10.692307692307692,1,2012,Enrolled
single,17,1,9147,daytime,1.0,126.0,PT,37.0,37,4,7,116.9,0,female,1,19.0,0,0,5,12,3,11.666666666666666,0,2011,Enrolled
single,39,1,9085,daytime,1.0,133.1,PT,37.0,37,9,9,148.2,1,male,0,27.0,0,0,6,11,6,12.125,0,2015,Enrolled
single,1,5,9500,daytime,1.0,125.0,PT,3.0,19,4,8,120.3,0,male,0,19.0,0,0,7,11,5,11.716666666666669,0,2014,Enrolled
single,1,4,9500,daytime,1.0,140.0,PT,3.0,19,2,3,133.8,0,male,0,17.0,0,0,8,14,5,12.46,0,2010,Enrolled
single,17,2,9147,daytime,1.0,118.0,PT,19.0,1,9,3,113.5,1,male,0,20.0,0,0,5,10,2,11.5,0,2016,Enrolled
divorced,39,1,9003,daytime,1.0,140.0,PT,37.0,37,9,8,150.0,0,female,0,28.0,0,0,6,12,5,12.0,0,2016,Enrolled
facto union,39,1,9119,daytime,1.0,120.0,PT,37.0,37,9,9,116.0,1,female,1,34.0,0,0,5,14,1,17.0,0,2009,Enrolled
single,17,1,9147,daytime,1.0,118.0,PT,1.0,38,9,9,118.4,0,female,0,19.0,0,0,5,10,2,10.5,0,2015,Enrolled
single,1,1,9254,daytime,1.0,112.0,PT,38.0,19,9,5,113.8,0,male,0,21.0,0,0,6,10,6,10.833333333333334,0,2008,Enrolled
married,39,1,9500,daytime,19.0,133.1,PT,19.0,19,4,4,100.0,0,female,0,33.0,0,0,7,7,5,13.06,0,2013,Enrolled
single,17,2,9500,daytime,1.0,126.0,PT,37.0,37,7,7,126.2,0,male,1,18.0,0,0,7,10,5,11.94,0,2016,Enrolled
single,44,1,9991,evening,39.0,140.0,PT,37.0,19,9,8,140.0,0,male,1,26.0,0,2,6,7,6,12.666666666666666,0,2009,Enrolled
single,1,3,9670,daytime,1.0,121.0,PT,1.0,19,5,5,111.9,0,female,1,20.0,0,0,6,7,6,11.333333333333334,0,2010,Enrolled
single,17,1,9147,daytime,1.0,120.0,PT,19.0,19,3,3,113.4,0,male,0,20.0,0,0,5,11,3,10.333333333333334,0,2015,Enrolled
single,17,2,9147,daytime,1.0,133.1,PT,38.0,38,4,7,109.0,0,female,1,22.0,0,0,5,7,3,12.333333333333334,0,2010,Enrolled
single,1,4,9147,daytime,1.0,120.0,PT,19.0,38,5,5,122.8,0,female,0,18.0,0,0,5,6,4,11.5,0,2010,Enrolled
single,1,3,9119,daytime,1.0,117.0,PT,1.0,1,3,5,111.1,0,female,1,19.0,0,0,5,10,5,11.8,0,2016,Enrolled
single,1,1,9130,daytime,1.0,138.0,PT,4.0,5,2,2,123.0,0,male,0,21.0,0,0,5,12,1,11.0,0,2011,Enrolled
single,17,1,9254,daytime,1.0,120.0,PT,19.0,19,4,4,125.5,0,female,0,18.0,0,0,5,6,5,12.0,0,2011,Enrolled
single,39,1,9085,daytime,1.0,130.0,PT,37.0,19,9,7,130.0,0,male,0,28.0,0,0,5,13,4,11.25,1,2011,Enrolled
single,17,5,9119,daytime,1.0,138.0,PT,19.0,19,5,5,123.3,1,female,0,18.0,0,0,5,9,4,12.5,0,2015,Enrolled
single,43,2,9147,daytime,1.0,131.0,PT,19.0,37,5,9,123.7,0,male,0,18.0,0,0,5,10,1,14.0,0,2008,Enrolled
single,39,1,9147,daytime,12.0,133.1,PT,37.0,37,9,7,139.4,1,male,0,41.0,0,0,5,6,5,11.6,0,2008,Enrolled
single,17,2,171,daytime,1.0,137.0,PT,1.0,1,4,1,143.3,0,male,0,18.0,0,0,0,0,0,0.0,0,2009,Enrolled
single,1,1,171,daytime,1.0,131.0,PT,1.0,1,7,4,127.2,1,female,0,23.0,0,13,17,19,13,12.153846153846152,0,2016,Enrolled
single,44,1,9003,daytime,39.0,120.0,PT,38.0,19,3,5,120.0,0,female,0,23.0,0,0,6,6,0,0.0,0,2012,Enrolled
single,18,2,9853,daytime,1.0,120.0,PT,1.0,1,9,0,115.8,0,male,0,18.0,0,0,7,12,6,12.0,0,2014,Enrolled
single,39,1,9003,daytime,19.0,133.1,PT,19.0,37,1,1,140.0,1,female,0,24.0,0,0,6,10,6,14.88888888888889,0,2013,Enrolled
single,1,4,9070,daytime,1.0,140.0,PT,4.0,19,2,10,125.0,0,female,0,19.0,0,0,6,7,6,12.666666666666666,0,2009,Enrolled
single,17,2,9119,daytime,1.0,120.0,PT,1.0,19,9,8,117.2,0,female,1,18.0,0,0,5,8,4,13.5,0,2016,Enrolled
single,1,1,9500,daytime,1.0,149.0,PT,37.0,37,9,9,138.0,0,female,0,18.0,0,0,8,11,6,13.496666666666668,1,2009,Enrolled
single,44,1,9003,daytime,39.0,140.0,PT,38.0,38,6,3,140.0,0,male,0,19.0,0,0,6,18,3,11.666666666666666,0,2012,Enrolled
single,1,2,9147,daytime,1.0,128.0,PT,3.0,1,3,3,121.0,1,female,0,20.0,0,0,5,6,5,13.2,0,2013,Enrolled
single,17,6,9147,daytime,1.0,120.0,PT,37.0,38,9,9,115.5,1,female,0,19.0,0,0,5,8,4,12.5,0,2017,Enrolled
single,1,1,9085,daytime,1.0,125.0,PT,19.0,37,3,7,126.8,0,male,0,18.0,0,0,6,13,6,12.0,0,2016,Enrolled
single,1,1,9500,daytime,1.0,131.0,PT,19.0,19,4,4,122.0,0,male,0,20.0,0,0,8,8,7,14.014285714285714,0,2011,Enrolled
single,17,1,9670,daytime,1.0,140.0,PT,1.0,1,4,3,133.4,0,female,0,24.0,0,0,6,6,4,11.25,0,2010,Enrolled
single,1,1,9085,daytime,1.0,126.0,PT,3.0,1,2,8,123.9,0,male,0,19.0,0,0,6,13,4,11.8,0,2015,Enrolled
single,1,6,9147,daytime,1.0,121.0,PT,3.0,19,4,5,116.8,0,female,0,20.0,0,0,5,14,3,12.4,0,2014,Enrolled
single,1,5,9147,daytime,1.0,134.0,PT,3.0,2,2,2,134.7,0,female,0,22.0,0,1,5,10,4,11.75,0,2008,Enrolled
single,43,1,171,daytime,1.0,133.0,PT,19.0,19,5,7,133.0,0,male,0,18.0,0,0,0,0,0,0.0,0,2012,Enrolled
single,39,1,9119,daytime,40.0,120.0,PT,1.0,1,5,10,146.8,0,female,0,25.0,0,2,5,6,5,14.2,0,2013,Enrolled
single,39,1,9085,daytime,1.0,140.0,PT,37.0,19,191,163,129.3,1,male,0,28.0,0,0,6,17,0,0.0,0,2017,Enrolled
single,1,3,9119,daytime,1.0,133.0,PT,3.0,1,3,4,121.8,0,female,0,18.0,0,0,5,9,4,12.0,0,2017,Enrolled
single,1,1,9500,daytime,1.0,117.0,PT,19.0,19,194,193,117.4,0,male,0,19.0,0,0,7,12,5,11.8,0,2016,Enrolled
single,17,5,9670,daytime,1.0,115.0,PT,1.0,19,5,5,117.1,0,male,0,21.0,0,0,5,7,3,12.666666666666666,0,2008,Enrolled
single,1,1,9254,daytime,1.0,128.0,PT,19.0,19,7,8,120.0,0,male,1,20.0,0,0,6,6,6,14.5,0,2015,Enrolled
single,53,1,9991,evening,1.0,140.0,PT,38.0,38,191,193,135.0,1,male,0,23.0,0,6,11,18,8,12.375,0,2017,Enrolled
single,39,1,9130,daytime,1.0,150.0,PT,19.0,19,9,5,160.0,0,female,0,24.0,0,0,5,13,4,13.75,1,2009,Enrolled
